order_id,customer_id,product_id,order_date,amount_inr
ORD-00941,CUST-0976,PROD-0766,2026-05-08T21:48:49.055459,809
ORD-00942,CUST-0278,PROD-0124,2026-03-21T16:19:45.055477,2206
ORD-00943,CUST-0971,PROD-0012,2026-04-25T15:44:54.055510,2233
ORD-00944,CUST-0451,PROD-0546,2026-04-23T18:40:45.055537,3760
ORD-00945,CUST-0601,PROD-0984,2026-03-18T23:12:10.055579,1050
ORD-00946,CUST-0968,PROD-0379,2026-06-07T07:11:32.055606,2968
ORD-00947,CUST-0598,PROD-0847,2026-04-07T22:55:40.055623,4661
ORD-00948,CUST-0023,PROD-0025,2026-05-18T13:27:16.055640,4433
ORD-00949,CUST-0578,PROD-0176,2026-05-08T00:35:19.055657,4687
ORD-00950,CUST-0668,PROD-0741,2026-05-16T11:24:45.055691,795
ORD-00951,CUST-0109,PROD-0380,2026-05-24T04:01:30.055719,3639
ORD-00952,CUST-0227,PROD-0629,2026-04-01T04:09:29.055737,618
ORD-00953,CUST-0063,PROD-0405,2026-04-28T21:42:41.055754,1752
ORD-00954,CUST-0284,PROD-0763,2026-03-24T06:29:59.055771,456
ORD-00955,CUST-0410,PROD-0636,2026-06-07T11:35:59.055797,972
ORD-00956,CUST-0535,PROD-0624,2026-04-03T00:44:09.055814,3775
ORD-00957,CUST-0981,PROD-0338,2026-05-18T19:18:21.055856,4130
ORD-00958,CUST-0685,PROD-0346,2026-06-03T05:15:28.055901,2084
ORD-00959,CUST-0216,PROD-0663,2026-04-04T22:05:30.055931,2178
ORD-00960,CUST-0317,PROD-0982,2026-05-04T22:59:22.055949,2050
ORD-00961,CUST-0283,PROD-0984,2026-05-13T14:20:19.055965,1050
ORD-00962,CUST-0213,PROD-0771,2026-05-04T19:29:56.056007,1124
ORD-00963,CUST-0218,PROD-0105,2026-03-25T02:11:14.056030,1146
ORD-00964,CUST-0493,PROD-0316,2026-05-16T07:46:22.056058,4712
ORD-00965,CUST-0321,PROD-0888,2026-06-04T15:24:42.056090,1841
ORD-00966,CUST-0356,PROD-0576,2026-05-10T16:14:42.056116,1588
ORD-00967,CUST-0531,PROD-0900,2026-05-04T03:27:10.056133,961
ORD-00968,CUST-0213,PROD-0951,2026-04-29T08:00:47.056150,1873
ORD-00969,CUST-0191,PROD-0373,2026-04-10T14:16:06.056167,422
ORD-00970,CUST-0150,PROD-0696,2026-03-16T12:15:51.056184,398
ORD-00971,CUST-0190,PROD-0961,2026-05-04T01:40:17.056201,2711
ORD-00972,CUST-0614,PROD-0641,2026-05-27T02:47:35.056218,4573
ORD-00973,CUST-0789,PROD-0567,2026-04-08T06:20:53.056236,4803
ORD-00974,CUST-0229,PROD-0991,2026-03-29T17:25:36.056258,2378
ORD-00975,CUST-0373,PROD-0303,2026-04-22T00:50:01.056287,1128
ORD-00976,CUST-0372,PROD-0536,2026-04-04T14:32:02.056305,2858
ORD-00977,CUST-0446,PROD-0728,2026-05-27T00:05:29.056322,534
ORD-00978,CUST-0615,PROD-0446,2026-04-07T10:17:29.056351,4388
ORD-00979,CUST-0305,PROD-0033,2026-03-28T18:17:59.056378,3108
ORD-00980,CUST-0542,PROD-0160,2026-05-04T19:52:32.056395,448
ORD-00981,CUST-0695,PROD-0429,2026-04-07T12:37:19.056412,331
ORD-00982,CUST-0817,PROD-0908,2026-04-02T20:40:28.056430,1810
ORD-00983,CUST-0555,PROD-0948,2026-04-16T04:32:18.056446,1057
ORD-00984,CUST-0536,PROD-0362,2026-04-28T11:43:58.056468,668
ORD-00985,CUST-0157,PROD-0791,2026-04-09T17:52:29.056485,4217
ORD-00986,CUST-0494,PROD-0450,2026-05-08T22:35:47.056502,4122
ORD-00987,CUST-0597,PROD-0175,2026-04-25T05:04:05.056518,707
ORD-00988,CUST-0167,PROD-0442,2026-06-04T02:59:40.056534,4361
ORD-00989,CUST-0001,PROD-0040,2026-04-04T22:49:28.056563,2490
ORD-00990,CUST-0293,PROD-0719,2026-05-10T23:36:59.056581,2515
ORD-00991,CUST-0548,PROD-0420,2026-05-04T03:41:12.056602,312
ORD-00992,CUST-0276,PROD-0532,2026-04-20T06:39:02.056628,1523
ORD-00993,CUST-0124,PROD-0745,2026-04-10T20:26:48.056695,1919
ORD-00994,CUST-0051,PROD-0952,2026-05-25T21:32:54.056717,4672
ORD-00995,CUST-0293,PROD-0311,2026-04-24T01:16:08.056735,2860
ORD-00996,CUST-0354,PROD-0362,2026-04-28T20:15:21.056752,668
ORD-00997,CUST-0680,PROD-0155,2026-04-06T09:47:34.056770,6582
ORD-00998,CUST-0159,PROD-0006,2026-05-19T02:05:11.056791,2049
ORD-00999,CUST-0351,PROD-0801,2026-05-29T13:28:55.056823,1698
ORD-01000,CUST-0035,PROD-0980,2026-03-17T08:13:52.056848,4402
ORD-01001,CUST-0018,PROD-0165,2026-04-04T19:46:44.056867,13472
ORD-01002,CUST-0265,PROD-0863,2026-05-14T18:57:27.056896,4610
ORD-01003,CUST-0506,PROD-0087,2026-04-06T15:37:10.056932,1099
ORD-01004,CUST-0566,PROD-0210,2026-06-08T07:23:36.056957,3258
ORD-01005,CUST-0989,PROD-0310,2026-04-19T00:01:58.056992,1627
ORD-01006,CUST-0648,PROD-0050,2026-05-16T06:39:06.057011,3432
ORD-01007,CUST-0329,PROD-0866,2026-04-28T14:01:06.057030,4378
ORD-01008,CUST-0424,PROD-0609,2026-06-05T09:42:43.057049,4450
ORD-01009,CUST-0601,PROD-0956,2026-04-06T07:52:15.057067,4846
ORD-01010,CUST-0332,PROD-0412,2026-04-22T07:19:25.057106,1181
ORD-01011,CUST-0717,PROD-0534,2026-04-14T10:41:10.057153,2387
ORD-01012,CUST-0248,PROD-0299,2026-05-15T20:33:58.057173,3418
ORD-01013,CUST-0394,PROD-0695,2026-04-09T07:48:40.057192,512
ORD-01014,CUST-0116,PROD-0784,2026-04-10T07:56:44.057212,2257
ORD-01015,CUST-0842,PROD-0902,2026-04-12T11:27:04.057231,2833
ORD-01016,CUST-0274,PROD-0189,2026-04-11T14:21:33.057250,4999
ORD-01017,CUST-0984,PROD-0147,2026-03-30T07:19:22.057281,1655
ORD-01018,CUST-0837,PROD-0335,2026-05-13T11:28:33.057300,3127
ORD-01019,CUST-0183,PROD-0685,2026-03-22T18:54:23.057320,2601
ORD-01020,CUST-0273,PROD-0802,2026-04-21T09:53:26.057350,1941
ORD-01021,CUST-0467,PROD-0982,2026-03-25T12:45:29.057369,2050
ORD-01022,CUST-0845,PROD-0627,2026-06-06T12:03:36.057388,4216
ORD-01023,CUST-0680,PROD-0622,2026-04-25T07:33:15.057406,3389
ORD-01024,CUST-0181,PROD-0331,2026-06-02T03:23:33.057424,2137
ORD-01025,CUST-0860,PROD-0487,2026-03-26T00:36:13.057442,3651
ORD-01026,CUST-0930,PROD-0263,2026-05-07T19:10:54.057472,1639
ORD-01027,CUST-0750,PROD-0695,2026-03-15T23:32:32.057520,512
ORD-01028,CUST-0699,PROD-0459,2026-03-15T16:19:14.057543,1764
ORD-01029,CUST-0764,PROD-0176,2026-05-10T00:02:51.057564,4687
ORD-01030,CUST-0876,PROD-0458,2026-05-11T11:00:35.057589,2970
ORD-01031,CUST-0558,PROD-0852,2026-05-11T20:32:28.057614,546
ORD-01032,CUST-0066,PROD-0080,2026-03-30T01:58:50.057633,1016
ORD-01033,CUST-0756,PROD-0953,2026-05-11T17:16:58.057650,2448
ORD-01034,CUST-0799,PROD-0648,2026-04-07T23:00:35.057683,764
ORD-01035,CUST-0238,PROD-0240,2026-03-26T08:39:10.057701,4197
ORD-01036,CUST-0137,PROD-0549,2026-04-04T00:49:34.057719,4184
ORD-01037,CUST-0049,PROD-0631,2026-04-19T13:35:26.057736,3394
ORD-01038,CUST-0431,PROD-0386,2026-03-21T18:18:51.057752,488
ORD-01039,CUST-0341,PROD-0868,2026-05-16T18:27:44.057770,4272
ORD-01040,CUST-0321,PROD-0098,2026-04-06T07:47:39.057800,2143
ORD-01041,CUST-0320,PROD-0632,2026-04-15T00:16:40.057824,4008
ORD-01042,CUST-0228,PROD-0961,2026-04-29T03:31:04.057843,2711
ORD-01043,CUST-0274,PROD-0476,2026-05-05T11:45:15.057861,1087
ORD-01044,CUST-0374,PROD-0290,2026-05-09T17:11:52.057878,3871
ORD-01045,CUST-0289,PROD-0004,2026-03-23T23:47:05.057895,4130
ORD-01046,CUST-0139,PROD-0915,2026-03-23T10:24:14.057913,1569
ORD-01047,CUST-0232,PROD-0698,2026-04-09T07:18:53.057930,3641
ORD-01048,CUST-0529,PROD-0426,2026-05-02T06:25:58.057948,768
ORD-01049,CUST-0582,PROD-0544,2026-05-19T18:30:04.057975,4960
ORD-01050,CUST-0414,PROD-0774,2026-04-19T01:09:24.057993,664
ORD-01051,CUST-0882,PROD-0555,2026-05-28T02:47:40.058010,2757
ORD-01052,CUST-0393,PROD-0845,2026-05-06T21:16:23.058051,2987
ORD-01053,CUST-0889,PROD-0430,2026-04-24T04:45:30.058074,1876
ORD-01054,CUST-0073,PROD-0242,2026-06-08T04:09:42.058092,952
ORD-01055,CUST-0308,PROD-0986,2026-04-14T02:34:31.058109,1876
ORD-01056,CUST-0414,PROD-0421,2026-04-30T12:53:53.058127,3282
ORD-01057,CUST-0119,PROD-0938,2026-05-16T03:53:59.058144,984
ORD-01058,CUST-0936,PROD-0131,2026-04-13T16:32:21.058161,2484
ORD-01059,CUST-0720,PROD-0889,2026-05-13T06:13:10.058178,3266
ORD-01060,CUST-0399,PROD-0504,2026-05-22T15:20:12.058196,2444
ORD-01061,CUST-0682,PROD-0944,2026-05-31T20:14:07.058227,1036
ORD-01062,CUST-0148,PROD-0070,2026-05-03T17:06:52.058244,707
ORD-01063,CUST-0761,PROD-0576,2026-06-03T07:46:15.058262,1588
ORD-01064,CUST-0897,PROD-0563,2026-03-27T21:03:58.058279,3648
ORD-01065,CUST-0828,PROD-0219,2026-03-22T15:23:59.058296,2915
ORD-01066,CUST-0102,PROD-0435,2026-04-21T23:51:08.058313,1187
ORD-01067,CUST-0875,PROD-0806,2026-06-04T23:20:48.058330,4048
ORD-01068,CUST-0536,PROD-0226,2026-05-01T10:30:07.058360,1935
ORD-01069,CUST-0883,PROD-0481,2026-04-07T17:49:53.058377,3531
ORD-01070,CUST-0610,PROD-0113,2026-05-31T14:01:08.058394,2343
ORD-01071,CUST-0188,PROD-0620,2026-04-19T08:57:25.058414,584
ORD-01072,CUST-0538,PROD-0646,2026-05-22T08:17:46.058449,1178
ORD-01073,CUST-0746,PROD-0932,2026-04-08T16:20:06.058467,1336
ORD-01074,CUST-0337,PROD-0059,2026-04-11T20:36:50.058502,4060
ORD-01075,CUST-0633,PROD-0932,2026-04-21T15:29:53.058521,1336
ORD-01076,CUST-0824,PROD-0791,2026-04-09T06:21:26.058562,4217
ORD-01077,CUST-0296,PROD-0301,2026-04-22T12:21:28.058580,428
ORD-01078,CUST-0221,PROD-0711,2026-05-08T03:13:58.058597,1616
ORD-01079,CUST-0340,PROD-0505,2026-05-10T19:57:08.058626,1095
ORD-01080,CUST-0288,PROD-0506,2026-04-29T01:13:11.058655,4348
ORD-01081,CUST-0662,PROD-0950,2026-03-22T11:44:51.058694,1633
ORD-01082,CUST-0758,PROD-0162,2026-03-21T05:20:09.058723,1217
ORD-01083,CUST-0976,PROD-0037,2026-04-09T11:52:55.058742,2723
ORD-01084,CUST-0266,PROD-0293,2026-04-18T23:19:31.058772,1001
ORD-01085,CUST-0143,PROD-0740,2026-03-24T07:29:36.058789,4689
ORD-01086,CUST-0155,PROD-0733,2026-04-05T06:50:49.058822,3592
ORD-01087,CUST-0924,PROD-0600,2026-06-02T18:45:44.058843,471
ORD-01088,CUST-0997,PROD-0377,2026-05-22T10:16:24.058875,2156
ORD-01089,CUST-0325,PROD-0865,2026-03-31T02:29:32.058907,2075
ORD-01090,CUST-0545,PROD-0042,2026-04-26T13:34:51.058926,1267
ORD-01091,CUST-0587,PROD-0388,2026-04-05T01:44:09.058943,765
ORD-01092,CUST-0653,PROD-0950,2026-03-31T01:20:37.058962,1633
ORD-01093,CUST-0918,PROD-1000,2026-05-26T17:54:27.058977,2079
ORD-01094,CUST-0876,PROD-0609,2026-03-30T16:43:05.058993,4450
ORD-01095,CUST-0864,PROD-0297,2026-03-29T12:30:44.059009,864
ORD-01096,CUST-0842,PROD-0274,2026-05-17T14:36:35.059043,1297
ORD-01097,CUST-0817,PROD-0167,2026-06-01T19:44:15.059075,4717
ORD-01098,CUST-0817,PROD-0200,2026-05-05T17:30:36.059092,2801
ORD-01099,CUST-0148,PROD-0676,2026-04-09T19:46:30.059106,3100
ORD-01100,CUST-0025,PROD-0692,2026-05-22T10:56:41.059123,999
ORD-01101,CUST-0496,PROD-0648,2026-05-16T16:36:58.059139,764
ORD-01102,CUST-0129,PROD-0677,2026-05-26T11:11:10.059170,878
ORD-01103,CUST-0234,PROD-0302,2026-05-25T06:51:08.059193,3323
ORD-01104,CUST-0604,PROD-0593,2026-06-04T05:00:38.059209,2294
ORD-01105,CUST-0174,PROD-0433,2026-06-06T07:09:03.059225,3039
ORD-01106,CUST-0897,PROD-0930,2026-05-20T14:49:20.059241,2736
ORD-01107,CUST-0195,PROD-0758,2026-06-06T23:03:58.059261,2825
ORD-01108,CUST-0749,PROD-0282,2026-05-04T16:49:27.059280,3689
ORD-01109,CUST-0263,PROD-0693,2026-06-05T21:16:14.059311,3320
ORD-01110,CUST-0034,PROD-0379,2026-04-06T18:19:56.059333,2968
ORD-01111,CUST-0368,PROD-0627,2026-03-27T14:25:02.059363,4216
ORD-01112,CUST-0493,PROD-0339,2026-04-24T12:43:04.059381,3476
ORD-01113,CUST-0566,PROD-0161,2026-05-26T04:47:25.059399,598
ORD-01114,CUST-0214,PROD-0487,2026-03-29T21:43:40.059416,3651
ORD-01115,CUST-0304,PROD-0306,2026-05-01T07:33:40.059433,2413
ORD-01116,CUST-0634,PROD-0663,2026-04-24T20:46:11.059448,2178
ORD-01117,CUST-0792,PROD-0787,2026-04-28T15:39:27.059466,1058
ORD-01118,CUST-0762,PROD-0097,2026-05-01T16:28:50.059478,2106
ORD-01119,CUST-0012,PROD-0144,2026-04-25T09:17:47.059495,1619
ORD-01120,CUST-0322,PROD-0788,2026-03-24T02:31:36.059508,4509
ORD-01121,CUST-0810,PROD-0043,2026-05-27T21:50:25.059538,703
ORD-01122,CUST-0826,PROD-0250,2026-04-15T19:41:19.059555,4890
ORD-01123,CUST-0364,PROD-0393,2026-04-22T13:13:03.059576,3354
ORD-01124,CUST-0521,PROD-0360,2026-05-13T04:57:04.059605,2367
ORD-01125,CUST-0182,PROD-0763,2026-04-25T01:07:54.059622,456
ORD-01126,CUST-0891,PROD-0388,2026-05-13T10:50:16.059653,765
ORD-01127,CUST-0254,PROD-0760,2026-05-09T20:38:23.059696,4989
ORD-01128,CUST-0825,PROD-0088,2026-04-19T14:01:59.059730,4957
ORD-01129,CUST-0824,PROD-0571,2026-04-06T16:00:57.059755,2932
ORD-01130,CUST-0432,PROD-0221,2026-06-03T13:26:54.059784,3621
ORD-01131,CUST-0745,PROD-0911,2026-04-11T06:18:48.059817,1377
ORD-01132,CUST-0611,PROD-0577,2026-04-17T22:03:28.059845,3043
ORD-01133,CUST-0980,PROD-0074,2026-04-16T06:01:03.059861,439
ORD-01134,CUST-0580,PROD-0758,2026-03-30T18:50:39.059876,2825
ORD-01135,CUST-0548,PROD-0871,2026-05-09T00:12:05.059894,4960
ORD-01136,CUST-0220,PROD-0095,2026-06-01T09:28:32.059912,3950
ORD-01137,CUST-0801,PROD-0244,2026-05-25T03:17:45.059928,2226
ORD-01138,CUST-0807,PROD-0685,2026-06-08T00:57:25.059945,2601
ORD-01139,CUST-0306,PROD-0149,2026-04-24T04:19:18.059966,3217
ORD-01140,CUST-0667,PROD-0156,2026-04-29T17:27:28.059982,3666
ORD-01141,CUST-0987,PROD-0769,2026-04-03T11:54:31.059999,3978
ORD-01142,CUST-0710,PROD-0301,2026-05-04T22:29:31.060027,428
ORD-01143,CUST-0556,PROD-0905,2026-05-31T04:25:16.060053,3210
ORD-01144,CUST-0040,PROD-0761,2026-04-24T15:40:06.060070,4363
ORD-01145,CUST-0200,PROD-0138,2026-05-18T19:50:19.060085,698
ORD-01146,CUST-0557,PROD-0901,2026-03-26T16:14:23.060101,1196
ORD-01147,CUST-0658,PROD-0885,2026-03-23T14:50:48.060117,2616
ORD-01148,CUST-0478,PROD-0334,2026-06-06T16:04:02.060135,4700
ORD-01149,CUST-0472,PROD-0719,2026-05-01T20:16:13.060157,2515
ORD-01150,CUST-0560,PROD-0413,2026-04-11T17:18:02.060173,2334
ORD-01151,CUST-0235,PROD-0569,2026-05-01T03:30:55.060189,2347
ORD-01152,CUST-0282,PROD-0729,2026-03-16T15:48:01.060221,2708
ORD-01153,CUST-0131,PROD-0441,2026-03-20T12:18:57.060249,2913
ORD-01154,CUST-0319,PROD-0625,2026-05-26T01:32:46.060266,489
ORD-01155,CUST-0447,PROD-0400,2026-04-07T17:20:18.060294,4685
ORD-01156,CUST-0680,PROD-0281,2026-05-08T10:26:41.060316,670
ORD-01157,CUST-0159,PROD-0443,2026-05-02T21:27:36.060335,2167
ORD-01158,CUST-0872,PROD-0678,2026-05-17T03:30:31.060362,526
ORD-01159,CUST-0204,PROD-0223,2026-04-17T23:08:20.060380,583
ORD-01160,CUST-0322,PROD-0877,2026-05-22T16:27:33.060397,4990
ORD-01161,CUST-0027,PROD-0680,2026-05-06T00:19:48.060413,13362
ORD-01162,CUST-0944,PROD-0614,2026-04-25T18:26:39.060447,1899
ORD-01163,CUST-0329,PROD-0165,2026-05-18T15:55:40.060466,13472
ORD-01164,CUST-0638,PROD-0524,2026-05-16T08:00:32.060493,957
ORD-01165,CUST-0798,PROD-0974,2026-05-17T18:46:15.060511,3279
ORD-01166,CUST-0467,PROD-0048,2026-05-26T10:10:11.060528,1662
ORD-01167,CUST-0378,PROD-0663,2026-05-09T11:36:54.060561,2178
ORD-01168,CUST-0571,PROD-0794,2026-06-04T14:29:21.060580,626
ORD-01169,CUST-0703,PROD-0997,2026-05-22T22:48:20.060597,773
ORD-01170,CUST-0039,PROD-0650,2026-04-24T06:53:56.060620,2779
ORD-01171,CUST-0874,PROD-0138,2026-05-06T10:12:52.060694,698
ORD-01172,CUST-0792,PROD-0402,2026-06-02T04:25:07.060745,3997
ORD-01173,CUST-0763,PROD-0758,2026-05-27T13:58:06.060786,2825
ORD-01174,CUST-0075,PROD-0565,2026-05-10T02:59:31.060812,2613
ORD-01175,CUST-0971,PROD-0216,2026-03-24T06:24:29.060839,2595
ORD-01176,CUST-0757,PROD-0694,2026-03-22T06:13:28.060858,3455
ORD-01177,CUST-0158,PROD-0218,2026-05-29T16:32:26.060876,1477
ORD-01178,CUST-0572,PROD-0281,2026-04-04T11:10:50.060906,670
ORD-01179,CUST-0074,PROD-0515,2026-05-05T17:38:55.060925,3071
ORD-01180,CUST-0448,PROD-0608,2026-05-16T05:56:20.060943,946
ORD-01181,CUST-0218,PROD-0399,2026-03-25T15:50:25.060961,1094
ORD-01182,CUST-0583,PROD-0219,2026-04-20T22:19:35.060980,2915
ORD-01183,CUST-0605,PROD-0949,2026-05-05T00:49:26.060996,4590
ORD-01184,CUST-0354,PROD-0801,2026-04-19T04:34:38.061030,1698
ORD-01185,CUST-0040,PROD-0423,2026-03-28T05:35:19.061060,2878
ORD-01186,CUST-0854,PROD-0493,2026-03-17T10:17:47.061097,2855
ORD-01187,CUST-0832,PROD-0681,2026-05-08T00:49:59.061116,4575
ORD-01188,CUST-0482,PROD-0332,2026-04-09T04:49:51.061135,4605
ORD-01189,CUST-0534,PROD-0885,2026-04-13T08:27:40.061154,2616
ORD-01190,CUST-0989,PROD-0076,2026-06-07T22:26:52.061173,2020
ORD-01191,CUST-0982,PROD-0489,2026-04-30T23:06:19.061191,1573
ORD-01192,CUST-0284,PROD-0280,2026-05-24T20:32:06.061209,4382
ORD-01193,CUST-0523,PROD-0093,2026-03-21T02:26:47.061227,1108
ORD-01194,CUST-0566,PROD-0075,2026-05-30T06:59:51.061245,3776
ORD-01195,CUST-0778,PROD-0219,2026-04-24T07:59:21.061263,2915
ORD-01196,CUST-0466,PROD-0078,2026-05-25T05:15:14.061281,2490
ORD-01197,CUST-0479,PROD-0462,2026-03-28T14:10:24.061299,1843
ORD-01198,CUST-0927,PROD-0126,2026-04-05T16:09:05.061326,4128
ORD-01199,CUST-0054,PROD-0569,2026-06-06T10:54:47.061363,2347
ORD-01200,CUST-0063,PROD-0330,2026-05-17T01:27:01.061381,933
ORD-01201,CUST-0276,PROD-0426,2026-06-03T14:20:43.061399,768
ORD-01202,CUST-0541,PROD-0233,2026-05-05T13:00:50.061418,2498
ORD-01203,CUST-0841,PROD-0899,2026-05-16T03:34:31.061454,4606
ORD-01204,CUST-0399,PROD-0453,2026-04-29T21:18:20.061493,3627
ORD-01205,CUST-0852,PROD-0190,2026-05-02T00:41:18.061513,2557
ORD-01206,CUST-0765,PROD-0511,2026-04-07T00:11:46.061532,1962
ORD-01207,CUST-0138,PROD-0738,2026-05-05T16:54:11.061551,4938
ORD-01208,CUST-0904,PROD-0680,2026-06-04T01:34:48.061569,13362
ORD-01209,CUST-0182,PROD-0954,2026-05-07T09:23:14.061588,582
ORD-01210,CUST-0188,PROD-0324,2026-05-24T03:51:34.061619,2988
ORD-01211,CUST-0765,PROD-0128,2026-06-04T03:45:34.061638,2995
ORD-01212,CUST-0419,PROD-0372,2026-05-22T22:09:17.061695,4388
ORD-01213,CUST-0514,PROD-0049,2026-03-16T05:02:33.061721,1655
ORD-01214,CUST-0020,PROD-0372,2026-05-25T12:27:14.061740,4388
ORD-01215,CUST-0132,PROD-0422,2026-04-19T10:53:03.061756,531
ORD-01216,CUST-0745,PROD-0762,2026-04-17T22:49:56.061794,2944
ORD-01217,CUST-0939,PROD-0400,2026-06-07T18:55:12.061815,4685
ORD-01218,CUST-0258,PROD-0463,2026-04-14T21:11:47.061833,1864
ORD-01219,CUST-0798,PROD-0403,2026-04-04T14:18:43.061884,1475
ORD-01220,CUST-0069,PROD-0003,2026-04-22T04:35:24.061937,4990
ORD-01221,CUST-0960,PROD-0321,2026-04-11T06:56:52.061962,1417
ORD-01222,CUST-0137,PROD-0622,2026-03-30T02:58:33.061986,3389
ORD-01223,CUST-0018,PROD-0744,2026-04-23T13:08:24.062023,1802
ORD-01224,CUST-0723,PROD-0581,2026-05-21T12:22:26.062048,2066
ORD-01225,CUST-0716,PROD-0857,2026-04-16T11:13:41.062071,2462
ORD-01226,CUST-0753,PROD-0114,2026-04-12T10:22:47.062094,1876
ORD-01227,CUST-0448,PROD-0417,2026-05-27T19:59:52.062131,4412
ORD-01228,CUST-0770,PROD-0190,2026-05-04T00:03:08.062186,2557
ORD-01229,CUST-0842,PROD-0271,2026-03-23T22:16:47.062227,1478
ORD-01230,CUST-0883,PROD-0083,2026-05-28T17:40:15.062252,2190
ORD-01231,CUST-0110,PROD-0459,2026-05-07T08:45:08.062278,1764
ORD-01232,CUST-0931,PROD-0745,2026-04-10T07:14:32.062317,1919
ORD-01233,CUST-0485,PROD-0909,2026-04-01T04:42:22.062345,2982
ORD-01234,CUST-0748,PROD-0357,2026-03-23T01:42:51.062374,3686
ORD-01235,CUST-0414,PROD-0894,2026-06-03T12:02:30.062397,468
ORD-01236,CUST-0469,PROD-0846,2026-05-14T17:54:35.062426,4675
ORD-01237,CUST-0031,PROD-0539,2026-05-14T15:59:26.062452,2157
ORD-01238,CUST-0478,PROD-0552,2026-05-15T11:53:23.062497,2965
ORD-01239,CUST-1000,PROD-0612,2026-04-05T09:39:37.062523,938
ORD-01240,CUST-0990,PROD-0388,2026-03-17T00:58:02.062560,765
ORD-01241,CUST-0096,PROD-0450,2026-05-17T19:29:23.062580,4122
ORD-01242,CUST-0305,PROD-0385,2026-03-20T01:37:23.062629,4747
ORD-01243,CUST-0893,PROD-0415,2026-05-10T00:50:47.062653,3128
ORD-01244,CUST-0108,PROD-0563,2026-04-07T12:26:00.062703,3648
ORD-01245,CUST-0907,PROD-0180,2026-06-02T00:22:42.062728,3333
ORD-01246,CUST-0236,PROD-0182,2026-04-08T03:13:58.062801,2400
ORD-01247,CUST-0470,PROD-0602,2026-03-23T11:53:21.062829,3491
ORD-01248,CUST-0122,PROD-0728,2026-05-05T12:23:48.062876,534
ORD-01249,CUST-0976,PROD-0745,2026-05-25T15:27:01.062939,1919
ORD-01250,CUST-0472,PROD-0516,2026-05-18T15:09:10.062966,3307
ORD-01251,CUST-0183,PROD-0838,2026-03-15T15:20:41.063007,3014
ORD-01252,CUST-0559,PROD-0292,2026-04-21T23:36:35.063027,625
ORD-01253,CUST-0316,PROD-0177,2026-03-22T04:47:42.063045,1812
ORD-01254,CUST-0426,PROD-0606,2026-03-30T07:17:24.063064,3999
ORD-01255,CUST-0691,PROD-0844,2026-04-10T21:33:33.063094,2884
ORD-01256,CUST-0955,PROD-0268,2026-04-02T13:09:08.063115,4994
ORD-01257,CUST-0159,PROD-0806,2026-05-22T23:58:29.063148,4048
ORD-01258,CUST-0918,PROD-0051,2026-05-29T06:10:55.063180,1409
ORD-01259,CUST-0344,PROD-0657,2026-05-14T03:09:08.063214,2035
ORD-01260,CUST-0959,PROD-0176,2026-04-05T20:30:31.063255,4687
ORD-01261,CUST-0655,PROD-0284,2026-03-18T09:24:57.063292,4683
ORD-01262,CUST-0600,PROD-0284,2026-05-02T17:38:28.063311,4683
ORD-01263,CUST-0613,PROD-0652,2026-03-18T15:07:52.063353,1070
ORD-01264,CUST-0568,PROD-0361,2026-03-23T14:17:02.063370,4322
ORD-01265,CUST-0811,PROD-0104,2026-05-30T03:48:36.063402,2971
ORD-01266,CUST-1000,PROD-0615,2026-03-19T02:44:40.063422,6986
ORD-01267,CUST-0056,PROD-0567,2026-04-19T02:00:16.063440,4803
ORD-01268,CUST-0902,PROD-0072,2026-05-30T11:46:58.063481,3207
ORD-01269,CUST-0959,PROD-0950,2026-05-01T05:22:39.063507,1633
ORD-01270,CUST-0987,PROD-0928,2026-04-19T20:26:45.063529,1237
ORD-01271,CUST-0674,PROD-0817,2026-05-25T03:51:58.063556,1504
ORD-01272,CUST-0709,PROD-0346,2026-05-01T00:50:59.063613,2084
ORD-01273,CUST-0301,PROD-0263,2026-05-20T16:25:00.063705,1639
ORD-01274,CUST-0306,PROD-0354,2026-03-20T15:27:23.063740,317
ORD-01275,CUST-0530,PROD-0782,2026-05-30T06:37:42.063760,4219
ORD-01276,CUST-0758,PROD-0723,2026-05-30T19:15:09.063778,478
ORD-01277,CUST-0570,PROD-0943,2026-04-01T21:11:45.063797,1867
ORD-01278,CUST-0127,PROD-0230,2026-04-19T07:42:48.063816,4124
ORD-01279,CUST-0196,PROD-0705,2026-06-01T22:40:36.063848,509
ORD-01280,CUST-0066,PROD-0902,2026-05-21T10:50:06.063886,2833
ORD-01281,CUST-0757,PROD-0260,2026-04-14T08:39:16.063920,1205
ORD-01282,CUST-0853,PROD-0604,2026-05-25T08:29:51.063951,586
ORD-01283,CUST-0081,PROD-0078,2026-03-24T15:01:14.063972,2490
ORD-01284,CUST-0049,PROD-0025,2026-06-04T19:16:45.063991,4433
ORD-01285,CUST-0787,PROD-0825,2026-05-27T16:28:39.064015,3766
ORD-01286,CUST-0644,PROD-0433,2026-04-10T09:04:23.064046,3039
ORD-01287,CUST-0953,PROD-0267,2026-05-24T10:04:03.064064,500
ORD-01288,CUST-0188,PROD-0619,2026-04-02T11:47:27.064083,384
ORD-01289,CUST-0316,PROD-0788,2026-03-20T13:39:33.064101,4509
ORD-01290,CUST-0194,PROD-0002,2026-05-03T12:44:42.064124,926
ORD-01291,CUST-0823,PROD-0820,2026-03-27T11:01:46.064152,4303
