twin_id,product_id,return_id,current_state,wear_and_tear_score
TWIN-PROD-0333-RTN-0333,PROD-0333,RTN-0333,INSPECTED,3
TWIN-PROD-0097-RTN-0334,PROD-0097,RTN-0334,INSPECTED,10
TWIN-PROD-0173-RTN-0335,PROD-0173,RTN-0335,INSPECTED,10
TWIN-PROD-0972-RTN-0336,PROD-0972,RTN-0336,INSPECTED,0
TWIN-PROD-0215-RTN-0337,PROD-0215,RTN-0337,INSPECTED,0
TWIN-PROD-0218-RTN-0338,PROD-0218,RTN-0338,INSPECTED,2
TWIN-PROD-0947-RTN-0339,PROD-0947,RTN-0339,INSPECTED,0
TWIN-PROD-0848-RTN-0340,PROD-0848,RTN-0340,INSPECTED,0
TWIN-PROD-0941-RTN-0341,PROD-0941,RTN-0341,INSPECTED,0
TWIN-PROD-0920-RTN-0342,PROD-0920,RTN-0342,INSPECTED,0
TWIN-PROD-0121-RTN-0343,PROD-0121,RTN-0343,INSPECTED,0
TWIN-PROD-0593-RTN-0344,PROD-0593,RTN-0344,INSPECTED,0
TWIN-PROD-0141-RTN-0345,PROD-0141,RTN-0345,INSPECTED,10
TWIN-PROD-0066-RTN-0346,PROD-0066,RTN-0346,INSPECTED,0
TWIN-PROD-0271-RTN-0347,PROD-0271,RTN-0347,INSPECTED,0
TWIN-PROD-0560-RTN-0348,PROD-0560,RTN-0348,INSPECTED,6
TWIN-PROD-0690-RTN-0349,PROD-0690,RTN-0349,INSPECTED,0
TWIN-PROD-0868-RTN-0350,PROD-0868,RTN-0350,INSPECTED,10
TWIN-PROD-0332-RTN-0351,PROD-0332,RTN-0351,INSPECTED,9
TWIN-PROD-0808-RTN-0352,PROD-0808,RTN-0352,INSPECTED,6
TWIN-PROD-0576-RTN-0353,PROD-0576,RTN-0353,INSPECTED,0
TWIN-PROD-0104-RTN-0354,PROD-0104,RTN-0354,INSPECTED,0
TWIN-PROD-0537-RTN-0355,PROD-0537,RTN-0355,INSPECTED,0
TWIN-PROD-0284-RTN-0356,PROD-0284,RTN-0356,INSPECTED,5
TWIN-PROD-0311-RTN-0357,PROD-0311,RTN-0357,INSPECTED,0
TWIN-PROD-0177-RTN-0358,PROD-0177,RTN-0358,INSPECTED,0
TWIN-PROD-0073-RTN-0359,PROD-0073,RTN-0359,INSPECTED,0
TWIN-PROD-0428-RTN-0360,PROD-0428,RTN-0360,INSPECTED,0
TWIN-PROD-0281-RTN-0361,PROD-0281,RTN-0361,INSPECTED,0
TWIN-PROD-0174-RTN-0362,PROD-0174,RTN-0362,INSPECTED,0
TWIN-PROD-0119-RTN-0363,PROD-0119,RTN-0363,INSPECTED,9
TWIN-PROD-0679-RTN-0364,PROD-0679,RTN-0364,INSPECTED,0
TWIN-PROD-0355-RTN-0365,PROD-0355,RTN-0365,INSPECTED,0
TWIN-PROD-0110-RTN-0366,PROD-0110,RTN-0366,INSPECTED,0
TWIN-PROD-0160-RTN-0367,PROD-0160,RTN-0367,INSPECTED,0
TWIN-PROD-0735-RTN-0368,PROD-0735,RTN-0368,INSPECTED,0
TWIN-PROD-0205-RTN-0369,PROD-0205,RTN-0369,INSPECTED,0
TWIN-PROD-0236-RTN-0370,PROD-0236,RTN-0370,INSPECTED,2
TWIN-PROD-0436-RTN-0371,PROD-0436,RTN-0371,INSPECTED,10
TWIN-PROD-0317-RTN-0372,PROD-0317,RTN-0372,INSPECTED,0
TWIN-PROD-0541-RTN-0373,PROD-0541,RTN-0373,INSPECTED,6
TWIN-PROD-0054-RTN-0374,PROD-0054,RTN-0374,INSPECTED,0
TWIN-PROD-0380-RTN-0375,PROD-0380,RTN-0375,INSPECTED,0
TWIN-PROD-0275-RTN-0376,PROD-0275,RTN-0376,INSPECTED,0
TWIN-PROD-0148-RTN-0377,PROD-0148,RTN-0377,INSPECTED,0
TWIN-PROD-0042-RTN-0378,PROD-0042,RTN-0378,INSPECTED,0
TWIN-PROD-0659-RTN-0379,PROD-0659,RTN-0379,INSPECTED,9
TWIN-PROD-0099-RTN-0380,PROD-0099,RTN-0380,INSPECTED,10
TWIN-PROD-0256-RTN-0381,PROD-0256,RTN-0381,INSPECTED,0
TWIN-PROD-0534-RTN-0382,PROD-0534,RTN-0382,INSPECTED,0
TWIN-PROD-0699-RTN-0383,PROD-0699,RTN-0383,INSPECTED,6
TWIN-PROD-0183-RTN-0384,PROD-0183,RTN-0384,INSPECTED,0
TWIN-PROD-0548-RTN-0385,PROD-0548,RTN-0385,INSPECTED,0
TWIN-PROD-0736-RTN-0386,PROD-0736,RTN-0386,INSPECTED,1
TWIN-PROD-0838-RTN-0387,PROD-0838,RTN-0387,INSPECTED,1
TWIN-PROD-0419-RTN-0388,PROD-0419,RTN-0388,INSPECTED,0
TWIN-PROD-0346-RTN-0389,PROD-0346,RTN-0389,INSPECTED,5
TWIN-PROD-0960-RTN-0390,PROD-0960,RTN-0390,INSPECTED,0
TWIN-PROD-0152-RTN-0391,PROD-0152,RTN-0391,INSPECTED,0
TWIN-PROD-0916-RTN-0392,PROD-0916,RTN-0392,INSPECTED,1
TWIN-PROD-0004-RTN-0393,PROD-0004,RTN-0393,INSPECTED,0
TWIN-PROD-0432-RTN-0394,PROD-0432,RTN-0394,INSPECTED,0
TWIN-PROD-0736-RTN-0395,PROD-0736,RTN-0395,INSPECTED,4
TWIN-PROD-0241-RTN-0396,PROD-0241,RTN-0396,INSPECTED,9
TWIN-PROD-0100-RTN-0397,PROD-0100,RTN-0397,INSPECTED,0
TWIN-PROD-0657-RTN-0398,PROD-0657,RTN-0398,INSPECTED,0
TWIN-PROD-0904-RTN-0399,PROD-0904,RTN-0399,INSPECTED,9
TWIN-PROD-0507-RTN-0400,PROD-0507,RTN-0400,INSPECTED,0
TWIN-PROD-0801-RTN-0401,PROD-0801,RTN-0401,INSPECTED,1
TWIN-PROD-0821-RTN-0402,PROD-0821,RTN-0402,INSPECTED,0
TWIN-PROD-0669-RTN-0403,PROD-0669,RTN-0403,INSPECTED,0
TWIN-PROD-0247-RTN-0404,PROD-0247,RTN-0404,INSPECTED,0
TWIN-PROD-0140-RTN-0405,PROD-0140,RTN-0405,INSPECTED,0
TWIN-PROD-0479-RTN-0406,PROD-0479,RTN-0406,INSPECTED,10
TWIN-PROD-0041-RTN-0407,PROD-0041,RTN-0407,INSPECTED,0
TWIN-PROD-0267-RTN-0408,PROD-0267,RTN-0408,INSPECTED,0
TWIN-PROD-0116-RTN-0409,PROD-0116,RTN-0409,INSPECTED,9
TWIN-PROD-0358-RTN-0410,PROD-0358,RTN-0410,INSPECTED,8
TWIN-PROD-0825-RTN-0411,PROD-0825,RTN-0411,INSPECTED,3
TWIN-PROD-0093-RTN-0412,PROD-0093,RTN-0412,INSPECTED,0
TWIN-PROD-0026-RTN-0413,PROD-0026,RTN-0413,INSPECTED,0
TWIN-PROD-0750-RTN-0414,PROD-0750,RTN-0414,INSPECTED,0
TWIN-PROD-0966-RTN-0415,PROD-0966,RTN-0415,INSPECTED,10
TWIN-PROD-0033-RTN-0416,PROD-0033,RTN-0416,INSPECTED,0
TWIN-PROD-0083-RTN-0417,PROD-0083,RTN-0417,INSPECTED,5
TWIN-PROD-0224-RTN-0418,PROD-0224,RTN-0418,INSPECTED,0
TWIN-PROD-0594-RTN-0419,PROD-0594,RTN-0419,INSPECTED,0
TWIN-PROD-0292-RTN-0420,PROD-0292,RTN-0420,INSPECTED,0
TWIN-PROD-0564-RTN-0421,PROD-0564,RTN-0421,INSPECTED,7
TWIN-PROD-0563-RTN-0422,PROD-0563,RTN-0422,INSPECTED,10
TWIN-PROD-0591-RTN-0423,PROD-0591,RTN-0423,INSPECTED,3
TWIN-PROD-0276-RTN-0424,PROD-0276,RTN-0424,INSPECTED,0
TWIN-PROD-0869-RTN-0425,PROD-0869,RTN-0425,INSPECTED,0
TWIN-PROD-0287-RTN-0426,PROD-0287,RTN-0426,INSPECTED,0
TWIN-PROD-0350-RTN-0427,PROD-0350,RTN-0427,INSPECTED,10
TWIN-PROD-0034-RTN-0428,PROD-0034,RTN-0428,INSPECTED,0
TWIN-PROD-0354-RTN-0429,PROD-0354,RTN-0429,INSPECTED,1
TWIN-PROD-0144-RTN-0430,PROD-0144,RTN-0430,INSPECTED,0
TWIN-PROD-0905-RTN-0431,PROD-0905,RTN-0431,INSPECTED,0
TWIN-PROD-0614-RTN-0432,PROD-0614,RTN-0432,INSPECTED,1
TWIN-PROD-0845-RTN-0433,PROD-0845,RTN-0433,INSPECTED,4
TWIN-PROD-0068-RTN-0434,PROD-0068,RTN-0434,INSPECTED,0
TWIN-PROD-0935-RTN-0435,PROD-0935,RTN-0435,INSPECTED,0
TWIN-PROD-0142-RTN-0436,PROD-0142,RTN-0436,INSPECTED,0
TWIN-PROD-0887-RTN-0437,PROD-0887,RTN-0437,INSPECTED,0
TWIN-PROD-0010-RTN-0438,PROD-0010,RTN-0438,INSPECTED,0
TWIN-PROD-0218-RTN-0439,PROD-0218,RTN-0439,INSPECTED,10
TWIN-PROD-0007-RTN-0440,PROD-0007,RTN-0440,INSPECTED,0
TWIN-PROD-0259-RTN-0441,PROD-0259,RTN-0441,INSPECTED,0
TWIN-PROD-0116-RTN-0442,PROD-0116,RTN-0442,INSPECTED,0
TWIN-PROD-0962-RTN-0443,PROD-0962,RTN-0443,INSPECTED,0
TWIN-PROD-0867-RTN-0444,PROD-0867,RTN-0444,INSPECTED,0
TWIN-PROD-0733-RTN-0445,PROD-0733,RTN-0445,INSPECTED,1
TWIN-PROD-0322-RTN-0446,PROD-0322,RTN-0446,INSPECTED,9
TWIN-PROD-0280-RTN-0447,PROD-0280,RTN-0447,INSPECTED,3
TWIN-PROD-0846-RTN-0448,PROD-0846,RTN-0448,INSPECTED,1
TWIN-PROD-0864-RTN-0449,PROD-0864,RTN-0449,INSPECTED,0
TWIN-PROD-0369-RTN-0450,PROD-0369,RTN-0450,INSPECTED,8
TWIN-PROD-0074-RTN-0451,PROD-0074,RTN-0451,INSPECTED,4
TWIN-PROD-0430-RTN-0452,PROD-0430,RTN-0452,INSPECTED,9
TWIN-PROD-0265-RTN-0453,PROD-0265,RTN-0453,INSPECTED,0
TWIN-PROD-0204-RTN-0454,PROD-0204,RTN-0454,INSPECTED,2
TWIN-PROD-0736-RTN-0455,PROD-0736,RTN-0455,INSPECTED,10
TWIN-PROD-0020-RTN-0456,PROD-0020,RTN-0456,INSPECTED,0
TWIN-PROD-0315-RTN-0457,PROD-0315,RTN-0457,INSPECTED,5
TWIN-PROD-0565-RTN-0458,PROD-0565,RTN-0458,INSPECTED,0
TWIN-PROD-0237-RTN-0459,PROD-0237,RTN-0459,INSPECTED,7
TWIN-PROD-0798-RTN-0460,PROD-0798,RTN-0460,INSPECTED,0
TWIN-PROD-0957-RTN-0461,PROD-0957,RTN-0461,INSPECTED,0
TWIN-PROD-0541-RTN-0462,PROD-0541,RTN-0462,INSPECTED,0
TWIN-PROD-0223-RTN-0463,PROD-0223,RTN-0463,INSPECTED,0
TWIN-PROD-0414-RTN-0464,PROD-0414,RTN-0464,INSPECTED,0
TWIN-PROD-0803-RTN-0465,PROD-0803,RTN-0465,INSPECTED,0
TWIN-PROD-0119-RTN-0466,PROD-0119,RTN-0466,INSPECTED,0
TWIN-PROD-0713-RTN-0467,PROD-0713,RTN-0467,INSPECTED,6
TWIN-PROD-0128-RTN-0468,PROD-0128,RTN-0468,INSPECTED,0
TWIN-PROD-0059-RTN-0469,PROD-0059,RTN-0469,INSPECTED,6
TWIN-PROD-0065-RTN-0470,PROD-0065,RTN-0470,INSPECTED,0
TWIN-PROD-0980-RTN-0471,PROD-0980,RTN-0471,INSPECTED,0
TWIN-PROD-0844-RTN-0472,PROD-0844,RTN-0472,INSPECTED,0
TWIN-PROD-0748-RTN-0473,PROD-0748,RTN-0473,INSPECTED,0
TWIN-PROD-0859-RTN-0474,PROD-0859,RTN-0474,INSPECTED,7
TWIN-PROD-0065-RTN-0475,PROD-0065,RTN-0475,INSPECTED,0
TWIN-PROD-0440-RTN-0476,PROD-0440,RTN-0476,INSPECTED,0
TWIN-PROD-0393-RTN-0477,PROD-0393,RTN-0477,INSPECTED,0
TWIN-PROD-0548-RTN-0478,PROD-0548,RTN-0478,INSPECTED,0
TWIN-PROD-0431-RTN-0479,PROD-0431,RTN-0479,INSPECTED,0
TWIN-PROD-0538-RTN-0480,PROD-0538,RTN-0480,INSPECTED,7
TWIN-PROD-0078-RTN-0481,PROD-0078,RTN-0481,INSPECTED,0
TWIN-PROD-0943-RTN-0482,PROD-0943,RTN-0482,INSPECTED,5
TWIN-PROD-0919-RTN-0483,PROD-0919,RTN-0483,INSPECTED,1
TWIN-PROD-0299-RTN-0484,PROD-0299,RTN-0484,INSPECTED,0
TWIN-PROD-0527-RTN-0485,PROD-0527,RTN-0485,INSPECTED,0
TWIN-PROD-0984-RTN-0486,PROD-0984,RTN-0486,INSPECTED,0
TWIN-PROD-0537-RTN-0487,PROD-0537,RTN-0487,INSPECTED,0
TWIN-PROD-0806-RTN-0488,PROD-0806,RTN-0488,INSPECTED,7
TWIN-PROD-0041-RTN-0489,PROD-0041,RTN-0489,INSPECTED,0
TWIN-PROD-0232-RTN-0490,PROD-0232,RTN-0490,INSPECTED,4
TWIN-PROD-0752-RTN-0491,PROD-0752,RTN-0491,INSPECTED,0
TWIN-PROD-0119-RTN-0492,PROD-0119,RTN-0492,INSPECTED,2
TWIN-PROD-0402-RTN-0493,PROD-0402,RTN-0493,INSPECTED,0
TWIN-PROD-0758-RTN-0494,PROD-0758,RTN-0494,INSPECTED,4
TWIN-PROD-0506-RTN-0495,PROD-0506,RTN-0495,INSPECTED,0
TWIN-PROD-0246-RTN-0496,PROD-0246,RTN-0496,INSPECTED,0
TWIN-PROD-0442-RTN-0497,PROD-0442,RTN-0497,INSPECTED,0
TWIN-PROD-0518-RTN-0498,PROD-0518,RTN-0498,INSPECTED,0
TWIN-PROD-0171-RTN-0499,PROD-0171,RTN-0499,INSPECTED,0
TWIN-PROD-0970-RTN-0500,PROD-0970,RTN-0500,INSPECTED,0
TWIN-PROD-0991-RTN-0501,PROD-0991,RTN-0501,INSPECTED,2
TWIN-PROD-0060-RTN-0502,PROD-0060,RTN-0502,INSPECTED,7
TWIN-PROD-0659-RTN-0503,PROD-0659,RTN-0503,INSPECTED,3
TWIN-PROD-0849-RTN-0504,PROD-0849,RTN-0504,INSPECTED,1
TWIN-PROD-0055-RTN-0505,PROD-0055,RTN-0505,INSPECTED,0
TWIN-PROD-0116-RTN-0506,PROD-0116,RTN-0506,INSPECTED,2
TWIN-PROD-0807-RTN-0507,PROD-0807,RTN-0507,INSPECTED,0
TWIN-PROD-0183-RTN-0508,PROD-0183,RTN-0508,INSPECTED,0
TWIN-PROD-0978-RTN-0509,PROD-0978,RTN-0509,INSPECTED,6
TWIN-PROD-0137-RTN-0510,PROD-0137,RTN-0510,INSPECTED,0
TWIN-PROD-0018-RTN-0511,PROD-0018,RTN-0511,INSPECTED,3
TWIN-PROD-0819-RTN-0512,PROD-0819,RTN-0512,INSPECTED,0
TWIN-PROD-0456-RTN-0513,PROD-0456,RTN-0513,INSPECTED,0
TWIN-PROD-0942-RTN-0514,PROD-0942,RTN-0514,INSPECTED,0
TWIN-PROD-0769-RTN-0515,PROD-0769,RTN-0515,INSPECTED,0
TWIN-PROD-0758-RTN-0516,PROD-0758,RTN-0516,INSPECTED,0
TWIN-PROD-0353-RTN-0517,PROD-0353,RTN-0517,INSPECTED,9
TWIN-PROD-0710-RTN-0518,PROD-0710,RTN-0518,INSPECTED,0
TWIN-PROD-0776-RTN-0519,PROD-0776,RTN-0519,INSPECTED,0
TWIN-PROD-0792-RTN-0520,PROD-0792,RTN-0520,INSPECTED,0
TWIN-PROD-0941-RTN-0521,PROD-0941,RTN-0521,INSPECTED,0
TWIN-PROD-0889-RTN-0522,PROD-0889,RTN-0522,INSPECTED,7
TWIN-PROD-0995-RTN-0523,PROD-0995,RTN-0523,INSPECTED,7
TWIN-PROD-0801-RTN-0524,PROD-0801,RTN-0524,INSPECTED,0
TWIN-PROD-0413-RTN-0525,PROD-0413,RTN-0525,INSPECTED,0
TWIN-PROD-0265-RTN-0526,PROD-0265,RTN-0526,INSPECTED,0
TWIN-PROD-0144-RTN-0527,PROD-0144,RTN-0527,INSPECTED,0
TWIN-PROD-0636-RTN-0528,PROD-0636,RTN-0528,INSPECTED,0
TWIN-PROD-0975-RTN-0529,PROD-0975,RTN-0529,INSPECTED,0
TWIN-PROD-0022-RTN-0530,PROD-0022,RTN-0530,INSPECTED,0
TWIN-PROD-0736-RTN-0531,PROD-0736,RTN-0531,INSPECTED,4
TWIN-PROD-0751-RTN-0532,PROD-0751,RTN-0532,INSPECTED,0
TWIN-PROD-0494-RTN-0533,PROD-0494,RTN-0533,INSPECTED,0
TWIN-PROD-0740-RTN-0534,PROD-0740,RTN-0534,INSPECTED,0
TWIN-PROD-0676-RTN-0535,PROD-0676,RTN-0535,INSPECTED,0
TWIN-PROD-0076-RTN-0536,PROD-0076,RTN-0536,INSPECTED,0
TWIN-PROD-0324-RTN-0537,PROD-0324,RTN-0537,INSPECTED,0
TWIN-PROD-0874-RTN-0538,PROD-0874,RTN-0538,INSPECTED,0
TWIN-PROD-0628-RTN-0539,PROD-0628,RTN-0539,INSPECTED,2
TWIN-PROD-0154-RTN-0540,PROD-0154,RTN-0540,INSPECTED,0
TWIN-PROD-0366-RTN-0541,PROD-0366,RTN-0541,INSPECTED,0
TWIN-PROD-0962-RTN-0542,PROD-0962,RTN-0542,INSPECTED,0
TWIN-PROD-0921-RTN-0543,PROD-0921,RTN-0543,INSPECTED,0
TWIN-PROD-0430-RTN-0544,PROD-0430,RTN-0544,INSPECTED,3
TWIN-PROD-0819-RTN-0545,PROD-0819,RTN-0545,INSPECTED,0
TWIN-PROD-0141-RTN-0546,PROD-0141,RTN-0546,INSPECTED,7
TWIN-PROD-0479-RTN-0547,PROD-0479,RTN-0547,INSPECTED,0
TWIN-PROD-0748-RTN-0548,PROD-0748,RTN-0548,INSPECTED,0
TWIN-PROD-0288-RTN-0549,PROD-0288,RTN-0549,INSPECTED,8
TWIN-PROD-0393-RTN-0550,PROD-0393,RTN-0550,INSPECTED,0
TWIN-PROD-0170-RTN-0551,PROD-0170,RTN-0551,INSPECTED,0
TWIN-PROD-0357-RTN-0552,PROD-0357,RTN-0552,INSPECTED,0
TWIN-PROD-0225-RTN-0553,PROD-0225,RTN-0553,INSPECTED,0
TWIN-PROD-0695-RTN-0554,PROD-0695,RTN-0554,INSPECTED,0
TWIN-PROD-0812-RTN-0555,PROD-0812,RTN-0555,INSPECTED,2
TWIN-PROD-0143-RTN-0556,PROD-0143,RTN-0556,INSPECTED,0
TWIN-PROD-0812-RTN-0557,PROD-0812,RTN-0557,INSPECTED,10
TWIN-PROD-0562-RTN-0558,PROD-0562,RTN-0558,INSPECTED,10
TWIN-PROD-0472-RTN-0559,PROD-0472,RTN-0559,INSPECTED,3
TWIN-PROD-0882-RTN-0560,PROD-0882,RTN-0560,INSPECTED,5
TWIN-PROD-0438-RTN-0561,PROD-0438,RTN-0561,INSPECTED,0
TWIN-PROD-0485-RTN-0562,PROD-0485,RTN-0562,INSPECTED,3
TWIN-PROD-0576-RTN-0563,PROD-0576,RTN-0563,INSPECTED,0
TWIN-PROD-0781-RTN-0564,PROD-0781,RTN-0564,INSPECTED,5
TWIN-PROD-0515-RTN-0565,PROD-0515,RTN-0565,INSPECTED,0
TWIN-PROD-0682-RTN-0566,PROD-0682,RTN-0566,INSPECTED,0
TWIN-PROD-0741-RTN-0567,PROD-0741,RTN-0567,INSPECTED,8
TWIN-PROD-0110-RTN-0568,PROD-0110,RTN-0568,INSPECTED,1
TWIN-PROD-0756-RTN-0569,PROD-0756,RTN-0569,INSPECTED,0
TWIN-PROD-0302-RTN-0570,PROD-0302,RTN-0570,INSPECTED,4
TWIN-PROD-0912-RTN-0571,PROD-0912,RTN-0571,INSPECTED,1
TWIN-PROD-0933-RTN-0572,PROD-0933,RTN-0572,INSPECTED,0
TWIN-PROD-0520-RTN-0573,PROD-0520,RTN-0573,INSPECTED,1
TWIN-PROD-0534-RTN-0574,PROD-0534,RTN-0574,INSPECTED,8
TWIN-PROD-0532-RTN-0575,PROD-0532,RTN-0575,INSPECTED,1
TWIN-PROD-0854-RTN-0576,PROD-0854,RTN-0576,INSPECTED,0
TWIN-PROD-0530-RTN-0577,PROD-0530,RTN-0577,INSPECTED,0
TWIN-PROD-0846-RTN-0578,PROD-0846,RTN-0578,INSPECTED,2
TWIN-PROD-0587-RTN-0579,PROD-0587,RTN-0579,INSPECTED,9
TWIN-PROD-0107-RTN-0580,PROD-0107,RTN-0580,INSPECTED,0
TWIN-PROD-0236-RTN-0581,PROD-0236,RTN-0581,INSPECTED,9
TWIN-PROD-0363-RTN-0582,PROD-0363,RTN-0582,INSPECTED,0
TWIN-PROD-0508-RTN-0583,PROD-0508,RTN-0583,INSPECTED,10
TWIN-PROD-0553-RTN-0584,PROD-0553,RTN-0584,INSPECTED,0
TWIN-PROD-0292-RTN-0585,PROD-0292,RTN-0585,INSPECTED,0
TWIN-PROD-0167-RTN-0586,PROD-0167,RTN-0586,INSPECTED,0
TWIN-PROD-0256-RTN-0587,PROD-0256,RTN-0587,INSPECTED,0
TWIN-PROD-0526-RTN-0588,PROD-0526,RTN-0588,INSPECTED,0
TWIN-PROD-0885-RTN-0589,PROD-0885,RTN-0589,INSPECTED,4
TWIN-PROD-0786-RTN-0590,PROD-0786,RTN-0590,INSPECTED,0
TWIN-PROD-0353-RTN-0591,PROD-0353,RTN-0591,INSPECTED,10
TWIN-PROD-0693-RTN-0592,PROD-0693,RTN-0592,INSPECTED,8
TWIN-PROD-0024-RTN-0593,PROD-0024,RTN-0593,INSPECTED,5
TWIN-PROD-0665-RTN-0594,PROD-0665,RTN-0594,INSPECTED,0
TWIN-PROD-0335-RTN-0595,PROD-0335,RTN-0595,INSPECTED,0
TWIN-PROD-0727-RTN-0596,PROD-0727,RTN-0596,INSPECTED,0
TWIN-PROD-0153-RTN-0597,PROD-0153,RTN-0597,INSPECTED,0
TWIN-PROD-0309-RTN-0598,PROD-0309,RTN-0598,INSPECTED,0
TWIN-PROD-0411-RTN-0599,PROD-0411,RTN-0599,INSPECTED,5
TWIN-PROD-0657-RTN-0600,PROD-0657,RTN-0600,INSPECTED,5
TWIN-PROD-0903-RTN-0601,PROD-0903,RTN-0601,INSPECTED,0
TWIN-PROD-0711-RTN-0602,PROD-0711,RTN-0602,INSPECTED,1
TWIN-PROD-0550-RTN-0603,PROD-0550,RTN-0603,INSPECTED,9
TWIN-PROD-0580-RTN-0604,PROD-0580,RTN-0604,INSPECTED,4
TWIN-PROD-0661-RTN-0605,PROD-0661,RTN-0605,INSPECTED,10
TWIN-PROD-0441-RTN-0606,PROD-0441,RTN-0606,INSPECTED,0
TWIN-PROD-0670-RTN-0607,PROD-0670,RTN-0607,INSPECTED,9
TWIN-PROD-0553-RTN-0608,PROD-0553,RTN-0608,INSPECTED,0
TWIN-PROD-0904-RTN-0609,PROD-0904,RTN-0609,INSPECTED,6
TWIN-PROD-0424-RTN-0610,PROD-0424,RTN-0610,INSPECTED,0
TWIN-PROD-0232-RTN-0611,PROD-0232,RTN-0611,INSPECTED,0
TWIN-PROD-0851-RTN-0612,PROD-0851,RTN-0612,INSPECTED,0
TWIN-PROD-0621-RTN-0613,PROD-0621,RTN-0613,INSPECTED,8
TWIN-PROD-0605-RTN-0614,PROD-0605,RTN-0614,INSPECTED,0
TWIN-PROD-0795-RTN-0615,PROD-0795,RTN-0615,INSPECTED,10
TWIN-PROD-0606-RTN-0616,PROD-0606,RTN-0616,INSPECTED,0
TWIN-PROD-0023-RTN-0617,PROD-0023,RTN-0617,INSPECTED,0
TWIN-PROD-0959-RTN-0618,PROD-0959,RTN-0618,INSPECTED,0
TWIN-PROD-0162-RTN-0619,PROD-0162,RTN-0619,INSPECTED,8
TWIN-PROD-0973-RTN-0620,PROD-0973,RTN-0620,INSPECTED,0
TWIN-PROD-0497-RTN-0621,PROD-0497,RTN-0621,INSPECTED,0
TWIN-PROD-0483-RTN-0622,PROD-0483,RTN-0622,INSPECTED,6
TWIN-PROD-0300-RTN-0623,PROD-0300,RTN-0623,INSPECTED,0
TWIN-PROD-0396-RTN-0624,PROD-0396,RTN-0624,INSPECTED,0
TWIN-PROD-0298-RTN-0625,PROD-0298,RTN-0625,INSPECTED,0
TWIN-PROD-0849-RTN-0626,PROD-0849,RTN-0626,INSPECTED,3
TWIN-PROD-0103-RTN-0627,PROD-0103,RTN-0627,INSPECTED,0
TWIN-PROD-0656-RTN-0628,PROD-0656,RTN-0628,INSPECTED,0
TWIN-PROD-0796-RTN-0629,PROD-0796,RTN-0629,INSPECTED,0
TWIN-PROD-0791-RTN-0630,PROD-0791,RTN-0630,INSPECTED,0
TWIN-PROD-0098-RTN-0631,PROD-0098,RTN-0631,INSPECTED,0
TWIN-PROD-0330-RTN-0632,PROD-0330,RTN-0632,INSPECTED,0
TWIN-PROD-0718-RTN-0633,PROD-0718,RTN-0633,INSPECTED,0
TWIN-PROD-0317-RTN-0634,PROD-0317,RTN-0634,INSPECTED,0
TWIN-PROD-0945-RTN-0635,PROD-0945,RTN-0635,INSPECTED,0
TWIN-PROD-0461-RTN-0636,PROD-0461,RTN-0636,INSPECTED,0
TWIN-PROD-0121-RTN-0637,PROD-0121,RTN-0637,INSPECTED,9
TWIN-PROD-0675-RTN-0638,PROD-0675,RTN-0638,INSPECTED,0
TWIN-PROD-0477-RTN-0639,PROD-0477,RTN-0639,INSPECTED,0
TWIN-PROD-0821-RTN-0640,PROD-0821,RTN-0640,INSPECTED,0
TWIN-PROD-0020-RTN-0641,PROD-0020,RTN-0641,INSPECTED,0
TWIN-PROD-0863-RTN-0642,PROD-0863,RTN-0642,INSPECTED,2
TWIN-PROD-0439-RTN-0643,PROD-0439,RTN-0643,INSPECTED,0
TWIN-PROD-0161-RTN-0644,PROD-0161,RTN-0644,INSPECTED,0
TWIN-PROD-0471-RTN-0645,PROD-0471,RTN-0645,INSPECTED,0
TWIN-PROD-0733-RTN-0646,PROD-0733,RTN-0646,INSPECTED,10
TWIN-PROD-0388-RTN-0647,PROD-0388,RTN-0647,INSPECTED,0
TWIN-PROD-0680-RTN-0648,PROD-0680,RTN-0648,INSPECTED,0
TWIN-PROD-0866-RTN-0649,PROD-0866,RTN-0649,INSPECTED,7
TWIN-PROD-0401-RTN-0650,PROD-0401,RTN-0650,INSPECTED,1
TWIN-PROD-0862-RTN-0651,PROD-0862,RTN-0651,INSPECTED,0
TWIN-PROD-0115-RTN-0652,PROD-0115,RTN-0652,INSPECTED,0
TWIN-PROD-0666-RTN-0653,PROD-0666,RTN-0653,INSPECTED,0
TWIN-PROD-0406-RTN-0654,PROD-0406,RTN-0654,INSPECTED,0
TWIN-PROD-0489-RTN-0655,PROD-0489,RTN-0655,INSPECTED,0
TWIN-PROD-0875-RTN-0656,PROD-0875,RTN-0656,INSPECTED,0
TWIN-PROD-0301-RTN-0657,PROD-0301,RTN-0657,INSPECTED,0
TWIN-PROD-0664-RTN-0658,PROD-0664,RTN-0658,INSPECTED,0
TWIN-PROD-0827-RTN-0659,PROD-0827,RTN-0659,INSPECTED,0
TWIN-PROD-0119-RTN-0660,PROD-0119,RTN-0660,INSPECTED,7
TWIN-PROD-0012-RTN-0661,PROD-0012,RTN-0661,INSPECTED,2
TWIN-PROD-0451-RTN-0662,PROD-0451,RTN-0662,INSPECTED,1
TWIN-PROD-0454-RTN-0663,PROD-0454,RTN-0663,INSPECTED,0
TWIN-PROD-0858-RTN-0664,PROD-0858,RTN-0664,INSPECTED,5
